movie_title,word_count,lexical_diversity,sentiment,subjectivity,avg_sentence_length
Adaptation_2980718,23817,0.2527606331611874,0.13741680704915996,0.5293045321488653,7.296318831761485
Affliction_0118564,14300,0.29713286713286713,0.009326303613536598,0.47625786441055423,6.743408662900189
After Earth_1815862,24539,0.2849749378540283,0.04537689798382318,0.40853979667538975,7.98148749594024
After Hours Revisits Rock Stars Lamb Entrees and Late Night_5070224,16935,0.2198996161795099,0.08505261656122327,0.4586833912974987,7.80192131747484
After Life_0838247,19194,0.23147858705845575,-0.02671358100090319,0.4755371074983654,5.120735607675906
After School Special_0371514,19483,0.2482163937791921,0.08747968304938471,0.489812637446382,6.515989340439707
After the Wedding_7985692,20957,0.22698859569594884,0.07892842631739473,0.4573073849900503,6.030486051193558
Agnes of God_0088683,11825,0.2594503171247357,0.0474616495753791,0.4888146630236792,6.575959933222037
Air Force One_0118571,22988,0.2793196450321907,0.04163576982062079,0.42270771571007,6.95889996977939
Airforce One 2 Revenge of President Dracula_1843432,22988,0.2793196450321907,0.04163576982062079,0.42270771571007,6.95889996977939
Airplane II The Sequel_0083530,19080,0.28238993710691823,0.046806535818484325,0.47328541465796453,7.306052531404644
Airplane_0080339,17009,0.2740901875477688,0.05532024663965931,0.4245206687482738,6.44300518134715
Al Wazeer Jay_6543896,24263,0.24403412603552735,0.0886312209066316,0.44067629267834607,13.612885154061624
Alfie_0375173,22531,0.318893968310328,0.07332561414436621,0.4855794738623343,8.606569900687548
Alfred Hitchcock and the Making of Psycho_1362861,20340,0.2983284169124877,0.07688800412888001,0.4858293097818639,9.179037336932074
Ali_0248667,28059,0.2935956377632845,0.0382672029949218,0.4136691357531362,7.069651741293533
Alice in Wonderland_1014759,15244,0.2882445552348465,0.0011477344682106364,0.43962527308197763,6.9320036264732545
Alien Covenant_2316204,20273,0.33507620973708874,0.0411857821772521,0.5017030870523753,7.398752751283933
Alien Engineering Part 1_1713914,23296,0.3012534340659341,0.00959117385160759,0.4722671677295241,6.984730538922156
Alien Nation_0094631,23698,0.2560131656679889,0.00347649671160094,0.4687237371562489,9.001517450682853
Alien Resurrection_0118583,19590,0.272996426748341,-0.024600137512995713,0.47240798397913053,8.451640759930916
Alien vs Predator_9824546,23197,0.29982325300685436,0.0013657244757723252,0.47801288557269417,8.531969309462916
Alien_0078748,18481,0.2710351171473405,0.027775024316394784,0.44382533285792625,8.711928335690711
Alien_0103644,20307,0.2572511941694982,-0.047311574342601484,0.4417654155956582,8.376131687242799
Aliens vs Predator_7039058,23197,0.29982325300685436,0.0013657244757723252,0.47801288557269417,8.531969309462916
Aliens_0090605,25966,0.295925440961257,-0.004671100709703656,0.45710968284497716,7.298940323480201
All About Eve_0042192,27673,0.23011599754273118,0.10542583398111521,0.4795108956393153,7.994510257151112
All About Steve_0881891,20516,0.2660362643790212,0.07237682319828945,0.45675167425167434,8.265191146881287
All God s Children Can Dance_0847214,18008,0.24411372723234118,0.025317136042269553,0.4804755150649674,7.544351464435146
All Is Lost_2017038,8658,0.22765072765072766,0.007973191623191623,0.4264730454730454,13.07843137254902
